id,user_id,customer_id,service_price,date
191,102.0,203.0,"b'[{""service"":""\\u8131\\u6bdb"",""price"":""0\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""7,560\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-15
192,102.0,180.0,"b'[{""service"":""\\u8131\\u6bdb"",""price"":""0\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""9,507\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-15
193,102.0,332.0,"b'[{""service"":""\\u8131\\u6bdb"",""price"":""0\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""7,900\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-15
194,102.0,337.0,"b'[{""service"":""\\u8131\\u6bdb"",""payment"":"""",""customer_service_id"":""39"",""service_id"":""5"",""price"":""""}]'",2018-09-17
195,33.0,344.0,"b'""""'",2018-09-17
196,33.0,140.0,"b'[{""service"":""\\u30d5\\u30a7\\u30a4\\u30b7\\u30e3\\u30eb"",""price"":""324,354\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":"""",""payment"":""\\u73fe\\u91d1""},{""service"":""\\u30d5\\u30a7\\u30a4\\u30b7\\u30e3\\u30eb"",""price"":""32,412,341,234\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-17
197,33.0,125.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""payment"":""\\u30ab\\u30fc\\u30c9"",""service_id"":""2"",""customer_service_id"":""24"",""price"":""55,754,776\\u5186""},{""service"":""\\u30a8\\u30b9\\u30c6"",""payment"":""\\u30ab\\u30fc\\u30c9"",""service_id"":""2"",""customer_service_id"":""25"",""price"":""44\\u5186""},{""service"":""\\u30cd\\u30a4\\u30eb"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8"",""service_id"":""2"",""customer_service_id"":""26"",""price"":""45,345\\u5186""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""5,235,235\\u5186"",""payment"":""\\u73fe\\u91d1""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""4,325,325\\u5186"",""payment"":""\\u73fe\\u91d1""},{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-18
198,33.0,4110.0,"b'[{""service"":""\\u30d5\\u30a7\\u30a4\\u30b7\\u30e3\\u30eb"",""payment"":""\\u30ab\\u30fc\\u30c9"",""service_id"":""6"",""customer_service_id"":""14"",""price"":""\\u5186""},{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30dc\\u30c7\\u30a3"",""price"":""543,634\\u5186"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8""},{""service"":""\\u30d5\\u30a7\\u30a4\\u30b7\\u30e3\\u30eb"",""payment"":"""",""service_id"":""6"",""customer_service_id"":""24"",""price"":""""}]'",2018-09-18
199,33.0,188.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""payment"":""\\u30ab\\u30fc\\u30c9"",""service_id"":""2"",""customer_service_id"":""28"",""price"":""\\u5186""}]'",2018-09-18
200,33.0,4110.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":"""",""payment"":""""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":"""",""payment"":""""},{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":"""",""payment"":"""",""service_id"":""2"",""customer_service_id"":""29""}]'",2018-09-18
201,33.0,143.0,"b'[{""service"":""\\u30a2\\u30a4\\u30e9\\u30c3\\u30b7\\u30e5"",""price"":""\\u5186"",""payment"":"""",""service_id"":""3"",""customer_service_id"":""18""},{""service"":""\\u30a2\\u30a4\\u30e9\\u30c3\\u30b7\\u30e5"",""price"":""45,423\\u5186"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8"",""service_id"":""3"",""customer_service_id"":""19""},{""service"":""\\u30dc\\u30c7\\u30a3"",""price"":"""",""payment"":"""",""service_id"":""4"",""customer_service_id"":""27""},{""service"":""\\u30dc\\u30c7\\u30a3"",""price"":"""",""payment"":"""",""service_id"":""4"",""customer_service_id"":""29""},{""service"":""\\u30dc\\u30c7\\u30a3"",""price"":"""",""payment"":"""",""service_id"":""4"",""customer_service_id"":""31""}]'",2018-09-18
202,33.0,286.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""24,567\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""66,444\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""455,666\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-18
203,33.0,126.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""234\\u5186"",""payment"":""\\u73fe\\u91d1""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""234,565\\u5186"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8""},{""service"":""\\u8131\\u6bdb"",""price"":""14,241,324\\u5186"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8""},{""service"":""\\u8131\\u6bdb"",""price"":""12,341\\u5186"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":"""",""payment"":""""},{""service"":""\\u8131\\u6bdb"",""price"":""14,234,125\\u5186"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""1,245,243\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30dc\\u30c7\\u30a3"",""price"":""124,123\\u5186"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8""},{""service"":""\\u30dc\\u30c7\\u30a3"",""price"":""2,452\\u5186"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8""},{""service"":""\\u30dc\\u30c7\\u30a3"",""price"":""43,252\\u5186"",""payment"":""\\u73fe\\u91d1""},{""service"":""\\u30d5\\u30a7\\u30a4\\u30b7\\u30e3\\u30eb"",""price"":""44,325\\u5186"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""3,424\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30a2\\u30a4\\u30e9\\u30c3\\u30b7\\u30e5"",""price"":""43,223\\u5186"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""3,242\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""23,423\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30d5\\u30a7\\u30a4\\u30b7\\u30e3\\u30eb"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8"",""service_id"":""6"",""customer_service_id"":""21"",""price"":""45,234\\u5186""},{""service"":""\\u30a2\\u30a4\\u30e9\\u30c3\\u30b7\\u30e5"",""price"":""43,252\\u5186"",""payment"":""""}]'",2018-09-18
204,33.0,352.0,"b'[{""service"":""\\u30dc\\u30c7\\u30a3"",""price"":""3,333\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-19
205,33.0,352.0,"b'[{""service"":""\\u30d5\\u30a7\\u30a4\\u30b7\\u30e3\\u30eb"",""payment"":"""",""service_id"":""6"",""customer_service_id"":""5"",""price"":""""},{""service"":""\\u8131\\u6bdb"",""payment"":"""",""service_id"":""5"",""customer_service_id"":""41"",""price"":""""}]'",2018-09-20
206,33.0,347.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""3,214,312\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""2,455,432\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u8131\\u6bdb"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8"",""service_id"":""6"",""customer_service_id"":""6"",""price"":""456,543\\u5186""},{""service"":""\\u30d5\\u30a7\\u30a4\\u30b7\\u30e3\\u30eb"",""payment"":""\\u30ab\\u30fc\\u30c9"",""service_id"":""6"",""customer_service_id"":""7"",""price"":""3,526,345\\u5186""},{""service"":""\\u30d5\\u30a7\\u30a4\\u30b7\\u30e3\\u30eb"",""price"":""5,858,765,875,765,757,575\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-20
207,33.0,356.0,"b'[{""service"":""\\u30d5\\u30a7\\u30a4\\u30b7\\u30e3\\u30eb"",""payment"":"""",""service_id"":""6"",""customer_service_id"":""8"",""price"":""""}]'",2018-09-20
208,33.0,357.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""55,685\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-20
209,33.0,353.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""45,646\\u5186"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8""},{""service"":""\\u30a2\\u30a4\\u30e9\\u30c3\\u30b7\\u30e5"",""price"":""2,300\\u5186"",""payment"":""\\u73fe\\u91d1""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""1,900\\u5186"",""payment"":""\\u73fe\\u91d1""},{""service"":""\\u30a2\\u30a4\\u30e9\\u30c3\\u30b7\\u30e5"",""price"":""6,700\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-20
210,102.0,333.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""26,900\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-16
211,102.0,334.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""2,700\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-16
212,102.0,336.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,800\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-16
213,102.0,1064.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,800\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-21
214,102.0,365.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""4,300\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-20
215,102.0,342.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,800\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-19
216,102.0,254.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""5,980\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-20
217,102.0,165.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,640\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-20
218,102.0,213.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""9,444\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-20
219,102.0,169.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,480\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-17
220,102.0,341.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,480\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-17
221,102.0,189.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""0\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-17
222,102.0,159.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""144,720\\u5186"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8""}]'",2018-09-21
223,33.0,355.0,b'[]',2018-09-21
224,33.0,125.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""3,653,634\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-21
225,33.0,351.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""56,765\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-21
226,102.0,228.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,480\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-21
227,102.0,1065.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""7,200\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-21
228,102.0,1089.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""4,800\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-21
229,102.0,1094.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""7,560\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-22
230,102.0,1095.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,800\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-22
231,102.0,1096.0,"b'[{""service"":""\\u8131\\u6bdb"",""price"":""2,000\\u5186"",""payment"":""\\u73fe\\u91d1""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,624\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-22
232,102.0,1097.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,300\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-22
233,102.0,1098.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,640\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-23
234,102.0,1099.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""7,348\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-23
235,102.0,313.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""1,860\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-23
236,102.0,1100.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,800\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-23
237,102.0,1101.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,800\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-23
238,102.0,179.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""7,776\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-23
239,102.0,332.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""3,456\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-24
240,102.0,1102.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""12,960\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-24
241,102.0,244.0,"b'[{""service"":""\\u8131\\u6bdb"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8"",""service_id"":""5"",""customer_service_id"":""43"",""price"":""0\\u5186""}]'",2018-09-24
242,102.0,1095.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""2,160\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-24
243,102.0,207.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""7,776\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-24
244,102.0,1103.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""12,096\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-26
245,102.0,178.0,"b'[{""service"":""\\u30d5\\u30a7\\u30a4\\u30b7\\u30e3\\u30eb"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8"",""service_id"":""6"",""customer_service_id"":""10"",""price"":""0\\u5186""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,640\\u5186"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8""}]'",2018-09-26
246,102.0,321.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""7,012\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-26
247,102.0,1104.0,"b'[{""service"":""\\u30d5\\u30a7\\u30a4\\u30b7\\u30e3\\u30eb"",""price"":""21,600\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-26
248,102.0,233.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,000\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-26
249,102.0,253.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,300\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-27
250,102.0,1105.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""4,800\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-27
251,102.0,267.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,640\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30d5\\u30a7\\u30a4\\u30b7\\u30e3\\u30eb"",""payment"":"""",""service_id"":""6"",""customer_service_id"":""16"",""price"":""""}]'",2018-09-27
252,102.0,1106.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""10,780\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-27
253,102.0,1108.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""4,380\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-27
254,102.0,1107.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""6,800\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-27
255,102.0,223.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""2,592\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-27
256,102.0,336.0,"b'[{""service"":""\\u30d5\\u30a7\\u30a4\\u30b7\\u30e3\\u30eb"",""payment"":""\\u73fe\\u91d1"",""service_id"":""6"",""customer_service_id"":""12"",""price"":""7,560\\u5186""}]'",2018-09-27
257,33.0,1093.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""4,356\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-27
258,102.0,252.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""0\\u5186"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,964\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-28
259,33.0,1093.0,"b'[{""service"":""\\u30a2\\u30a4\\u30e9\\u30c3\\u30b7\\u30e5"",""payment"":"""",""customer_service_id"":""20"",""service_id"":""3"",""price"":""""}]'",2018-09-28
260,33.0,4110.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""5,545,555\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30a2\\u30a4\\u30e9\\u30c3\\u30b7\\u30e5"",""payment"":""\\u30ab\\u30fc\\u30c9"",""service_id"":""3"",""customer_service_id"":""21"",""price"":""4,558\\u5186""},{""service"":""\\u30dc\\u30c7\\u30a3"",""payment"":""\\u30ab\\u30fc\\u30c9"",""service_id"":""2"",""customer_service_id"":""30"",""price"":""123,654\\u5186""},{""service"":""\\u30dc\\u30c7\\u30a3"",""payment"":""\\u30ab\\u30fc\\u30c9"",""service_id"":""3"",""customer_service_id"":""22"",""price"":""85,44\\u5186""},{""service"":""\\u30a2\\u30a4\\u30e9\\u30c3\\u30b7\\u30e5"",""payment"":""\\u30ab\\u30fc\\u30c9"",""service_id"":""4"",""customer_service_id"":""23"",""price"":""45,632\\u5186""},{""service"":""\\u30a8\\u30b9\\u30c6"",""payment"":""\\u30ab\\u30fc\\u30c9"",""service_id"":""4"",""customer_service_id"":""24"",""price"":""12,354\\u5186""},{""service"":""\\u30a2\\u30a4\\u30e9\\u30c3\\u30b7\\u30e5"",""payment"":""\\u30ab\\u30fc\\u30c9"",""service_id"":""3"",""customer_service_id"":""23"",""price"":""123,654\\u5186""},{""service"":""\\u30a8\\u30b9\\u30c6"",""payment"":""\\u30ab\\u30fc\\u30c9"",""service_id"":""2"",""customer_service_id"":""31"",""price"":""45,698\\u5186""},{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""125,478\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""123,654\\u5186"",""payment"":""\\u73fe\\u91d1""},{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""587,422,369\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""2,415\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""123,654\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30a2\\u30a4\\u30e9\\u30c3\\u30b7\\u30e5"",""price"":""123,654\\u5186"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":"""",""payment"":""""},{""service"":""\\u30dc\\u30c7\\u30a3"",""price"":""25,632\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""14,536\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-28
261,102.0,162.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""7,128\\u5186"",""payment"":""\\u73fe\\u91d1""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,640\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-28
262,102.0,1111.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""324\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-28
263,102.0,1112.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""9,180\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-28
264,102.0,1110.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""6,200\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-28
265,33.0,1109.0,"b'[{""service"":""\\u8131\\u6bdb"",""price"":""678,998\\u5186"",""payment"":"""",""service_id"":""5"",""customer_service_id"":""44""},{""service"":""\\u30d5\\u30a7\\u30a4\\u30b7\\u30e3\\u30eb"",""price"":""78,999\\u5186"",""payment"":"""",""service_id"":""6"",""customer_service_id"":""13""},{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""788,990\\u5186"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8""},{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":"""",""payment"":"""",""service_id"":""2"",""customer_service_id"":""35""}]'",2018-09-28
266,33.0,1113.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""payment"":"""",""customer_service_id"":""32"",""service_id"":""2"",""price"":""""}]'",2018-09-28
267,102.0,269.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,640\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-28
268,102.0,266.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""5,360\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-28
269,33.0,1090.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""888\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""}]'",2018-09-28
270,33.0,1114.0,"b'[{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""45,664,467,635\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""5,677,766\\u5186"",""payment"":""\\u30ab\\u30fc\\u30c9""},{""service"":""\\u8131\\u6bdb"",""price"":"""",""payment"":""""},{""service"":""\\u30a2\\u30a4\\u30e9\\u30c3\\u30b7\\u30e5"",""payment"":"""",""service_id"":""2"",""customer_service_id"":""33"",""price"":""""},{""service"":""\\u30a8\\u30b9\\u30c6"",""payment"":"""",""service_id"":""3"",""customer_service_id"":""25"",""price"":""""},{""service"":""\\u30dc\\u30c7\\u30a3"",""payment"":""\\u30ab\\u30fc\\u30c9"",""service_id"":""5"",""customer_service_id"":""45"",""price"":""66,764\\u5186""},{""service"":""\\u30d5\\u30a7\\u30a4\\u30b7\\u30e3\\u30eb"",""payment"":"""",""service_id"":""6"",""customer_service_id"":""14"",""price"":""""},{""service"":""\\u30d5\\u30a7\\u30a4\\u30b7\\u30e3\\u30eb"",""payment"":"""",""service_id"":""6"",""customer_service_id"":""15"",""price"":""""},{""service"":""\\u30dc\\u30c7\\u30a3"",""payment"":"""",""service_id"":""4"",""customer_service_id"":""25"",""price"":""""},{""service"":""\\u30dc\\u30c7\\u30a3"",""payment"":"""",""service_id"":""4"",""customer_service_id"":""26"",""price"":""""},{""service"":""\\u30a8\\u30b9\\u30c6"",""payment"":"""",""service_id"":""2"",""customer_service_id"":""36"",""price"":""""},{""service"":""\\u30a2\\u30a4\\u30e9\\u30c3\\u30b7\\u30e5"",""payment"":"""",""service_id"":""3"",""customer_service_id"":""26"",""price"":""""},{""service"":""\\u30dc\\u30c7\\u30a3"",""payment"":"""",""service_id"":""4"",""customer_service_id"":""33"",""price"":""""},{""service"":""\\u8131\\u6bdb"",""payment"":"""",""service_id"":""5"",""customer_service_id"":""50"",""price"":""""},{""service"":""\\u30d5\\u30a7\\u30a4\\u30b7\\u30e3\\u30eb"",""payment"":"""",""service_id"":""6"",""customer_service_id"":""23"",""price"":""""},{""service"":""\\u30a8\\u30b9\\u30c6"",""price"":""45\\u5186"",""payment"":""\\u30c1\\u30b1\\u30c3\\u30c8""}]'",2018-09-29
272,102.0,212.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""7,560\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-29
273,102.0,241.0,"b'[{""service"":""\\u8131\\u6bdb"",""payment"":""\\u30ab\\u30fc\\u30c9"",""service_id"":""5"",""customer_service_id"":""46"",""price"":""5,400\\u5186""}]'",2018-09-29
274,102.0,290.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""2,700\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-29
275,102.0,175.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""8,300\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-29
276,102.0,247.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""7,884\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-29
277,102.0,309.0,"b'[{""service"":""\\u30cd\\u30a4\\u30eb"",""price"":""7,000\\u5186"",""payment"":""\\u73fe\\u91d1""}]'",2018-09-29
